"num_dpt","date","nbr_entps","nbr_entps_sans_sal","nom_dpt.x","plus_50_ans","chom_actv","longue_duree","moins_25_ans","nbr_cae","name","mail","phone","address","city","postal_code","region","website","description","lon","lat"
"11",2012-03-01,6165,248,"Aude",6360,28960,11070,4470,1,"vivela narbonne",NA,"04 11 23 22 63","30 Avenue du Dr Paul Pompidor","Narbonne","11100","Occitanie",NA,NA,2.9785486,43.182186
"11",2012-04-01,5672,262,"Aude",6350,28850,11130,4480,1,"vivela narbonne",NA,"04 11 23 22 63","30 Avenue du Dr Paul Pompidor","Narbonne","11100","Occitanie",NA,NA,2.9785486,43.182186
"11",2012-05-01,5687,192,"Aude",6410,29160,11270,4500,1,"vivela narbonne",NA,"04 11 23 22 63","30 Avenue du Dr Paul Pompidor","Narbonne","11100","Occitanie",NA,NA,2.9785486,43.182186
"11",2012-06-01,5878,271,"Aude",6520,29570,11390,4540,1,"vivela narbonne",NA,"04 11 23 22 63","30 Avenue du Dr Paul Pompidor","Narbonne","11100","Occitanie",NA,NA,2.9785486,43.182186
"11",2012-07-01,5662,248,"Aude",6620,29870,11560,4560,1,"vivela narbonne",NA,"04 11 23 22 63","30 Avenue du Dr Paul Pompidor","Narbonne","11100","Occitanie",NA,NA,2.9785486,43.182186
"11",2012-08-01,5686,162,"Aude",6720,30140,11730,4630,1,"vivela narbonne",NA,"04 11 23 22 63","30 Avenue du Dr Paul Pompidor","Narbonne","11100","Occitanie",NA,NA,2.9785486,43.182186
"11",2012-09-01,5416,192,"Aude",6810,30410,11970,4740,1,"vivela narbonne",NA,"04 11 23 22 63","30 Avenue du Dr Paul Pompidor","Narbonne","11100","Occitanie",NA,NA,2.9785486,43.182186
"11",2012-10-01,5506,287,"Aude",6980,31100,12270,4870,1,"vivela narbonne",NA,"04 11 23 22 63","30 Avenue du Dr Paul Pompidor","Narbonne","11100","Occitanie",NA,NA,2.9785486,43.182186
"11",2012-11-01,5033,183,"Aude",7110,31260,12480,4850,1,"vivela narbonne",NA,"04 11 23 22 63","30 Avenue du Dr Paul Pompidor","Narbonne","11100","Occitanie",NA,NA,2.9785486,43.182186
"11",2012-12-01,4821,143,"Aude",7200,31570,12660,4890,1,"vivela narbonne",NA,"04 11 23 22 63","30 Avenue du Dr Paul Pompidor","Narbonne","11100","Occitanie",NA,NA,2.9785486,43.182186
"11",2013-01-01,4905,222,"Aude",7290,31820,12760,4960,1,"vivela narbonne",NA,"04 11 23 22 63","30 Avenue du Dr Paul Pompidor","Narbonne","11100","Occitanie",NA,NA,2.9785486,43.182186
"11",2013-02-01,4801,221,"Aude",7410,32080,12880,4960,1,"vivela narbonne",NA,"04 11 23 22 63","30 Avenue du Dr Paul Pompidor","Narbonne","11100","Occitanie",NA,NA,2.9785486,43.182186
"11",2013-03-01,4791,253,"Aude",7480,32320,12980,5000,1,"vivela narbonne",NA,"04 11 23 22 63","30 Avenue du Dr Paul Pompidor","Narbonne","11100","Occitanie",NA,NA,2.9785486,43.182186
"11",2013-04-01,4859,260,"Aude",7580,32700,13210,5150,1,"vivela narbonne",NA,"04 11 23 22 63","30 Avenue du Dr Paul Pompidor","Narbonne","11100","Occitanie",NA,NA,2.9785486,43.182186
"11",2013-05-01,4912,204,"Aude",7650,32580,13320,5050,1,"vivela narbonne",NA,"04 11 23 22 63","30 Avenue du Dr Paul Pompidor","Narbonne","11100","Occitanie",NA,NA,2.9785486,43.182186
"11",2013-06-01,4555,247,"Aude",7700,32670,13580,5040,1,"vivela narbonne",NA,"04 11 23 22 63","30 Avenue du Dr Paul Pompidor","Narbonne","11100","Occitanie",NA,NA,2.9785486,43.182186
"11",2013-07-01,4461,255,"Aude",7850,32840,13750,4980,1,"vivela narbonne",NA,"04 11 23 22 63","30 Avenue du Dr Paul Pompidor","Narbonne","11100","Occitanie",NA,NA,2.9785486,43.182186
"11",2013-08-01,4380,144,"Aude",7820,32720,13800,4920,1,"vivela narbonne",NA,"04 11 23 22 63","30 Avenue du Dr Paul Pompidor","Narbonne","11100","Occitanie",NA,NA,2.9785486,43.182186
"11",2013-09-01,4622,210,"Aude",7910,33090,13870,4990,1,"vivela narbonne",NA,"04 11 23 22 63","30 Avenue du Dr Paul Pompidor","Narbonne","11100","Occitanie",NA,NA,2.9785486,43.182186
"11",2013-10-01,4517,277,"Aude",8030,33200,14080,4980,1,"vivela narbonne",NA,"04 11 23 22 63","30 Avenue du Dr Paul Pompidor","Narbonne","11100","Occitanie",NA,NA,2.9785486,43.182186
"11",2013-11-01,4540,183,"Aude",8100,33230,14150,4970,1,"vivela narbonne",NA,"04 11 23 22 63","30 Avenue du Dr Paul Pompidor","Narbonne","11100","Occitanie",NA,NA,2.9785486,43.182186
"11",2013-12-01,4657,174,"Aude",8100,33190,14220,4920,1,"vivela narbonne",NA,"04 11 23 22 63","30 Avenue du Dr Paul Pompidor","Narbonne","11100","Occitanie",NA,NA,2.9785486,43.182186
"11",2014-01-01,4786,229,"Aude",8180,33290,14270,4910,1,"vivela narbonne",NA,"04 11 23 22 63","30 Avenue du Dr Paul Pompidor","Narbonne","11100","Occitanie",NA,NA,2.9785486,43.182186
"11",2014-02-01,4798,235,"Aude",8240,33350,14390,4920,1,"vivela narbonne",NA,"04 11 23 22 63","30 Avenue du Dr Paul Pompidor","Narbonne","11100","Occitanie",NA,NA,2.9785486,43.182186
"11",2014-03-01,4654,263,"Aude",8350,33710,14490,5010,1,"vivela narbonne",NA,"04 11 23 22 63","30 Avenue du Dr Paul Pompidor","Narbonne","11100","Occitanie",NA,NA,2.9785486,43.182186
"11",2014-04-01,4682,259,"Aude",8480,33990,14500,5080,1,"vivela narbonne",NA,"04 11 23 22 63","30 Avenue du Dr Paul Pompidor","Narbonne","11100","Occitanie",NA,NA,2.9785486,43.182186
"11",2014-05-01,4498,194,"Aude",8530,34150,14720,5060,1,"vivela narbonne",NA,"04 11 23 22 63","30 Avenue du Dr Paul Pompidor","Narbonne","11100","Occitanie",NA,NA,2.9785486,43.182186
"11",2014-06-01,4496,260,"Aude",8580,34260,14750,5070,1,"vivela narbonne",NA,"04 11 23 22 63","30 Avenue du Dr Paul Pompidor","Narbonne","11100","Occitanie",NA,NA,2.9785486,43.182186
"11",2014-07-01,4552,214,"Aude",8690,34420,14900,5030,1,"vivela narbonne",NA,"04 11 23 22 63","30 Avenue du Dr Paul Pompidor","Narbonne","11100","Occitanie",NA,NA,2.9785486,43.182186
"11",2014-08-01,4529,116,"Aude",8710,34670,15090,5110,1,"vivela narbonne",NA,"04 11 23 22 63","30 Avenue du Dr Paul Pompidor","Narbonne","11100","Occitanie",NA,NA,2.9785486,43.182186
"11",2014-09-01,4265,217,"Aude",8810,34960,15300,5170,1,"vivela narbonne",NA,"04 11 23 22 63","30 Avenue du Dr Paul Pompidor","Narbonne","11100","Occitanie",NA,NA,2.9785486,43.182186
"11",2014-10-01,4435,224,"Aude",8870,35120,15410,5230,1,"vivela narbonne",NA,"04 11 23 22 63","30 Avenue du Dr Paul Pompidor","Narbonne","11100","Occitanie",NA,NA,2.9785486,43.182186
"11",2014-11-01,4253,171,"Aude",8920,35200,15510,5160,1,"vivela narbonne",NA,"04 11 23 22 63","30 Avenue du Dr Paul Pompidor","Narbonne","11100","Occitanie",NA,NA,2.9785486,43.182186
